"Data Source","World Development Indicators",

"Last Updated Date","2017-06-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016",
"Antigua and Barbuda","ATG","Health expenditure per capita (current US$)","SH.XPD.PCAP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","353.19289801","356.41139064","373.27456563","386.62789176","400.73519335","416.41326943","439.38001025","442.60837448","470.78383885","462.48912816","532.73416909","590.23941594","652.2483176","740.68854173","679.68040921","732.68117568","724.01950759","728.48132414","711.43035589","773.71224648","","",
"Australia","AUS","Health expenditure per capita (current US$)","SH.XPD.PCAP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1591.17992691","1789.35369193","1787.62517117","1613.10676376","1775.35382432","1745.92530648","1665.20028425","1883.31574958","2370.88055821","2933.22886859","3214.03087478","3421.90797166","4077.85232896","4410.43770246","4256.64084463","5324.51741475","6368.42412403","6543.52388728","6258.4673609","6031.1074579","","",
"Austria","AUT","Health expenditure per capita (current US$)","SH.XPD.PCAP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2867.56475911","2811.46105314","2563.91879728","2675.56255775","2709.57173208","2415.78238586","2418.43634953","2643.57683335","3285.60049041","3779.74711463","3916.48423374","4075.33464566","4710.11058824","5286.91522868","5153.78854406","5049.56233972","5431.67400978","5239.51757942","5478.24494959","5580.49394331","","",
"Azerbaijan","AZE","Health expenditure per capita (current US$)","SH.XPD.PCAP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.01915735","24.7783912","27.2665367","30.26766499","30.49546759","30.29752578","31.16934787","33.61683581","57.03998429","81.25548578","121.89057566","149.73086751","192.38440974","241.55761229","288.53611228","310.14890456","358.2574","399.49742884","432.418509","471.41439556","","",
"Burundi","BDI","Health expenditure per capita (current US$)","SH.XPD.PCAP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.6107346","7.57429011","7.65165177","7.58235593","6.57717627","6.40394782","6.26118861","5.94114971","5.56420521","8.48420491","13.85306615","17.80375176","15.97060537","14.36007705","13.53159243","18.9457458","20.77401252","20.34701459","20.85880811","21.55325396","","",
"Belgium","BEL","Health expenditure per capita (current US$)","SH.XPD.PCAP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2137.80966865","2150.82765724","1907.11128333","1977.76610442","2012.6854154","1845.3381169","1878.36700105","2075.07377086","2800.31247421","3242.84230124","3339.71811566","3489.80673468","4017.78879671","4565.94842521","4574.69481018","4419.44425532","4864.15444581","4587.91448978","4813.42112301","4884.06626139","","",
"Benin","BEN","Health expenditure per capita (current US$)","SH.XPD.PCAP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.0096092","17.53350942","15.37493441","16.44746883","16.93669535","14.72882077","16.32549139","16.18550806","21.48840554","23.32444356","25.21299773","26.47099281","28.77488754","31.01526554","31.80955051","34.14297248","40.01989767","36.45471795","36.95635544","37.88944806","","",
"Burkina Faso","BFA","Health expenditure per capita (current US$)","SH.XPD.PCAP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.5762722","12.80749384","11.77137145","13.45372607","13.92533426","11.47632692","11.51191743","13.72644432","18.64181617","23.95926192","27.97832335","27.65285018","31.47041295","38.51408641","40.86637373","41.18892323","34.41863315","35.8513692","42.2125761","35.19599866","","",
"Bangladesh","BGD","Health expenditure per capita (current US$)","SH.XPD.PCAP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.30063773","11.13232975","8.54668435","8.63466988","8.94507051","9.12687459","9.63872102","10.33343179","10.84788936","11.96017109","12.43576137","13.50854518","15.2414902","17.59674697","19.82214837","23.13738001","25.40782617","25.58110909","28.15857423","30.83346991","","",
"Bulgaria","BGR","Health expenditure per capita (current US$)","SH.XPD.PCAP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81.37640068","55.9550585","64.20099303","82.65661329","96.15913071","97.88239442","126.03257931","155.17154674","201.88088789","239.47108584","274.97337317","300.386581","379.48450348","483.39472307","471.57466704","488.21206822","532.50468494","519.48224259","606.02521341","661.84652732","","",
"Bahrain","BHR","Health expenditure per capita (current US$)","SH.XPD.PCAP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","495.1691674","491.51576395","532.05210217","488.70156865","495.57855433","476.88675431","490.2564085","515.02984522","543.81704368","547.8238566","581.65193609","605.16717182","651.47085327","730.11507581","725.74826487","741.5719713","756.55105445","1006.91174428","1142.49525375","1242.84417722","","",
"Bahamas, The","BHS","Health expenditure per capita (current US$)","SH.XPD.PCAP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","838.47639309","879.51739302","959.5076803","1031.02525737","1072.52054011","1106.27712821","1106.29152399","1182.81298315","1236.43426749","1325.12768998","1393.62469362","1644.47339942","1719.8036343","1727.6913083","1638.219083","1630.1376802","1642.38655838","1642.98980052","1572.2566856","1720.1594667","","",
"Bosnia and Herzegovina","BIH","Health expenditure per capita (current US$)","SH.XPD.PCAP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.55402722","73.52989563","81.39734793","91.28518957","110.33013565","103.79207055","109.28768834","123.83322058","176.79511584","240.03937977","248.78939818","277.65792549","343.84924954","426.9177068","442.13800467","428.64731846","472.10801693","446.75239012","449.38279161","463.63992785","","",
"Belarus","BLR","Health expenditure per capita (current US$)","SH.XPD.PCAP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69.90902831","89.28572446","92.09951399","90.21034481","74.77466174","74.96563964","82.22756341","95.75315276","119.76260105","157.24226058","215.87461505","244.18011302","304.98919382","379.10780381","313.28704175","322.54246097","293.116383","335.96615969","465.16745243","450.21395576","","",
"Belize","BLZ","Health expenditure per capita (current US$)","SH.XPD.PCAP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","127.20561194","108.98048076","115.72487768","113.55565344","112.39146616","133.72442563","153.94440563","155.77463811","166.87208715","168.3579737","175.13564553","184.26936612","205.88719474","227.66022684","247.33846611","253.95162915","253.19476568","254.89203967","273.26732957","278.57920932","","",
"Bermuda","BMU","Health expenditure per capita (current US$)","SH.XPD.PCAP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Health expenditure per capita (current US$)","SH.XPD.PCAP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.09682604","44.36005534","41.98645971","53.99445302","62.74014723","57.09498025","60.4793491","59.65076339","49.37919218","51.7702391","60.16329369","65.04620113","70.05347817","88.30533886","104.13262766","109.7640013","132.827973","149.33998013","178.727251","208.78419416","","",
"Brazil","BRA","Health expenditure per capita (current US$)","SH.XPD.PCAP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","314.29574548","346.29741186","353.30487142","333.46925024","240.29981289","262.75871702","225.78060687","201.09410168","211.32890012","254.29243197","391.29355366","485.39290018","599.60405404","716.75561525","731.9202567","919.66852266","1055.13616868","984.92254668","993.4641213","947.42769597","","",
"Barbados","BRB","Health expenditure per capita (current US$)","SH.XPD.PCAP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","447.47926118","462.00082725","490.43994246","526.20647959","564.43366057","595.96869233","629.15148918","672.50621043","698.67264684","734.16243853","763.73567022","825.33785711","928.2949345","996.65561603","1026.93619314","980.95802595","1035.87240864","1137.94885959","1146.95193125","1146.04169074","","",
"Brunei Darussalam","BRN","Health expenditure per capita (current US$)","SH.XPD.PCAP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","475.80475431","629.83039123","626.74769117","569.41747061","542.02507101","554.44713015","508.30374721","516.67610392","579.79060657","665.2179303","691.28688514","699.00076497","758.09649105","842.71856864","789.85048953","859.66173542","938.48472101","961.89376061","1022.86920561","957.60599801","","",
"Bhutan","BTN","Health expenditure per capita (current US$)","SH.XPD.PCAP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.6875586","38.97348351","51.63753261","51.1295446","53.03179568","53.80294856","48.50597329","69.56595849","49.47924229","48.83543061","66.41020899","70.92105204","103.17991674","119.13277535","107.70620341","113.8456025","117.61404531","90.82385575","90.3048197","88.79259723","","",
"Botswana","BWA","Health expenditure per capita (current US$)","SH.XPD.PCAP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","125.96851903","125.6657195","138.61191717","127.46658711","132.11474526","154.78565733","178.44845835","197.06371022","192.8375504","271.23338338","299.62537779","263.34446263","267.07285268","313.44303556","321.66194177","378.78103239","384.13222682","427.51677594","396.6018688","385.31409704","","",
"Central African Republic","CAF","Health expenditure per capita (current US$)","SH.XPD.PCAP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.04944123","13.24873828","9.62285807","10.13627889","11.141831","10.39547393","9.69905428","10.69780249","12.51866139","13.06244806","14.28373981","14.24307254","16.34316897","19.96737755","16.25205752","17.41374391","18.08817508","17.01594078","12.53258889","15.5874302","","",
"Canada","CAN","Health expenditure per capita (current US$)","SH.XPD.PCAP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1830.54180168","1838.85455731","1882.62620626","1856.22915297","1945.36654491","2099.84145463","2162.23376173","2262.07146894","2690.51265964","3062.66880719","3474.43596898","3945.45715331","4382.43080006","4682.04169035","4582.08033632","5347.69456998","5665.42451698","5719.02738741","5619.37646293","5291.74613048","","",
"Central Europe and the Baltics","CEB","Health expenditure per capita (current US$)","SH.XPD.PCAP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","198.882348647074","219.081862515899","212.978139045219","238.402531834578","233.809370282874","229.097460876952","260.384619705552","309.71445312068","387.315184386785","464.150230687967","542.833929557403","604.226721666027","764.822127139309","977.360367380042","886.109546626717","893.74896713629","957.591009516674","894.384450674518","930.530036645149","952.600750192812","","",
"Switzerland","CHE","Health expenditure per capita (current US$)","SH.XPD.PCAP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4308.47711494","4292.36122604","3717.91939765","3869.84622054","3841.31436161","3540.85552818","3751.83727585","4190.44595558","5001.94538676","5570.15899745","5636.55036955","5642.66766191","6125.96531777","7103.95757869","7276.70470633","7807.62313333","9386.51427661","9195.74952894","9471.53560309","9673.5235346","","",
"Channel Islands","CHI","Health expenditure per capita (current US$)","SH.XPD.PCAP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Health expenditure per capita (current US$)","SH.XPD.PCAP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","266.96669287","303.30875345","333.67606028","341.34366838","318.9346881","326.1556361","299.80658929","290.11023489","352.96302381","430.30855744","508.88413256","584.73052011","664.98275703","739.61790022","754.59078507","891.1223738","1023.22133476","1108.00711313","1192.05409445","1137.35626532","","",
"China","CHN","Health expenditure per capita (current US$)","SH.XPD.PCAP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.01694786","26.31809144","30.91737908","35.39876146","38.72079198","43.62610863","47.54280541","54.46619273","61.59306848","70.62028579","80.94495253","94.0511609","115.28901709","157.6781461","192.51879062","220.07939757","279.4790104","328.65976529","375.144115","419.73424056","","",
"Cote d'Ivoire","CIV","Health expenditure per capita (current US$)","SH.XPD.PCAP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.63813073","55.09319182","54.150682","58.52134326","50.0169346","38.93627735","32.16328939","32.0916423","40.70976225","48.70226189","50.78175921","56.53290777","68.44300006","78.04509303","79.09834668","78.1680569","79.09238797","78.7182038","84.07703434","88.37029761","","",
"Cameroon","CMR","Health expenditure per capita (current US$)","SH.XPD.PCAP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.15316247","34.45893385","28.80586819","28.77197867","28.64365579","26.11833904","27.69670068","31.53243555","39.34488626","42.23896544","43.47728738","45.23234431","50.94214029","61.68511416","59.05103438","60.62989094","49.87450321","53.03231424","57.1497078","58.6522027","","",
"Congo, Dem. Rep.","COD","Health expenditure per capita (current US$)","SH.XPD.PCAP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.34881291","4.03214264","4.94645714","5.80572862","10.48020021","18.15912266","5.82115672","4.4301042","5.44347433","6.33218184","6.70779502","8.35595561","9.87487932","13.85171454","16.05641988","12.58368712","12.38158278","14.71114279","16.07942622","19.0536902","","",
"Congo, Rep.","COG","Health expenditure per capita (current US$)","SH.XPD.PCAP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.59524883","26.01592719","25.04618095","24.67954425","23.79554978","22.00668395","21.3819341","22.74373961","27.392514","34.80821201","42.08005738","50.8906731","57.33356376","64.51657847","55.01432043","67.71205555","96.35010667","126.89174115","163.30655726","161.63860055","","",
"Colombia","COL","Health expenditure per capita (current US$)","SH.XPD.PCAP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","166.93250796","208.3591882","247.19503201","219.11293771","187.94799259","146.00666596","142.8050767","133.58622858","132.97824584","147.18106594","196.92570476","226.6878277","292.29559253","359.70788439","361.02757176","422.38951589","479.6196164","546.70837744","549.37060753","569.18529029","","",
"Comoros","COM","Health expenditure per capita (current US$)","SH.XPD.PCAP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.30768219","20.94772167","18.81200518","16.74611332","16.12569591","13.10718446","11.20770359","14.52705911","19.66169374","24.13613917","26.5404512","29.29066293","35.11074903","40.33558805","29.33445451","44.22559193","49.9263871","55.30182126","53.57380017","56.76149624","","",
"Cabo Verde","CPV","Health expenditure per capita (current US$)","SH.XPD.PCAP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.64807171","60.96200677","57.01116574","65.58086991","64.61232373","59.1059178","65.31787238","70.57829328","87.91660186","99.75229306","103.61719673","126.40835742","135.32055847","146.54934854","149.22579278","163.97801653","173.17317694","161.16235028","155.55972512","173.30567196","","",
"Costa Rica","CRI","Health expenditure per capita (current US$)","SH.XPD.PCAP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","217.31470316","219.01734896","221.22721208","266.92396987","280.35987558","289.40743982","297.42460638","339.93382505","358.11814317","346.17740007","364.01246433","409.92954195","524.55106399","606.60224048","634.13887921","771.24097407","872.11226017","930.48199733","990.34772764","970.00203198","","",
"Caribbean small states","CSS","Health expenditure per capita (current US$)","SH.XPD.PCAP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","176.445723841265","193.111689049917","223.679443210443","232.577747495783","237.88654091501","258.839281795819","260.768769386287","275.685639304775","294.230577534313","326.661706394184","359.123860488663","391.025640239934","461.216308076162","522.990481386573","509.630880543622","499.313363002858","528.499549792373","578.287910311697","586.392889730245","593.375795340154","","",
"Cuba","CUB","Health expenditure per capita (current US$)","SH.XPD.PCAP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","111.84480168","119.35522402","126.06320077","133.58504294","152.59868937","166.33471497","177.87515781","194.79661441","201.87709816","208.58352682","356.29413543","359.99199217","586.90985509","584.09946512","650.55236333","583.37188201","645.6289845","554.72138695","656.70273142","816.62353691","","",
"Curacao","CUW","Health expenditure per capita (current US$)","SH.XPD.PCAP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Health expenditure per capita (current US$)","SH.XPD.PCAP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Health expenditure per capita (current US$)","SH.XPD.PCAP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","680.67311224","744.08794503","728.26972217","775.91212405","787.90673957","753.35384428","783.70599554","894.65963822","1260.40628788","1384.66595844","1448.75450071","1529.20501126","1734.48164308","2241.26539227","2185.84204145","2038.20278592","2235.66938582","1964.81533761","1889.86788875","1819.11299603","","",
"Czech Republic","CZE","Health expenditure per capita (current US$)","SH.XPD.PCAP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","374.3513158","403.11960887","369.22528643","397.97682443","383.60055934","361.22501663","404.05997371","522.58358759","666.80620983","771.78306605","884.36359664","971.50672415","1147.98211913","1486.18278529","1483.94367422","1410.03658939","1545.57474709","1411.4846676","1412.7926857","1378.52120249","","",
"Germany","DEU","Health expenditure per capita (current US$)","SH.XPD.PCAP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3128.73741825","3107.36972697","2702.66308922","2728.65954148","2694.63928379","2397.7536764","2407.86939026","2622.9779821","3222.75341171","3542.8248693","3647.78964092","3766.11259222","4254.23350071","4743.27281956","4752.81769821","4700.08584063","5025.25253912","4753.87592082","5098.23693369","5410.63463897","","",
"Djibouti","DJI","Health expenditure per capita (current US$)","SH.XPD.PCAP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.45794934","29.29275417","32.9384714","38.88120402","46.90785061","44.26610626","42.26491946","43.57429979","51.59655053","58.70000454","65.68084109","68.69802908","81.90366465","97.6853806","107.10088611","120.10781217","128.23038769","141.97108572","153.96072227","190.76010741","","",
"Dominica","DMA","Health expenditure per capita (current US$)","SH.XPD.PCAP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","183.67822649","195.05396742","208.08965088","211.03853568","221.28270069","225.4175594","227.31545403","227.9018004","229.2898541","230.13074543","241.03304432","255.49170954","282.78444624","300.55772779","369.57459155","396.19965137","401.18554349","384.58372604","400.39166605","407.8128301","","",
"Denmark","DNK","Health expenditure per capita (current US$)","SH.XPD.PCAP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2835.43207919","2884.21731196","2633.57875753","2675.35325058","2931.35550756","2612.69268618","2730.15225094","3023.11507429","3756.10944088","4387.0878451","4652.52225738","5017.51049449","5709.96740193","6395.89846014","6464.58133216","6266.80800969","6522.13492256","6203.77410189","6637.65553157","6463.24321801","","",
"Dominican Republic","DOM","Health expenditure per capita (current US$)","SH.XPD.PCAP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","102.45561893","106.02215328","124.17457287","133.70768367","144.06574339","163.05457265","157.66601046","163.27753813","123.69581188","101.54194018","154.22558011","165.86643201","199.64652489","206.94732321","216.25442839","217.70644418","244.14572173","253.79529697","245.17786209","268.9943173","","",
"Algeria","DZA","Health expenditure per capita (current US$)","SH.XPD.PCAP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.87082951","53.4514481","57.94416343","57.08920215","54.28883852","61.30289682","66.508593","66.18230218","75.43769203","92.1539956","100.35610741","116.33972015","150.54703923","206.40840341","207.72120828","228.91595202","286.968847","335.26909118","345.65370409","361.7291743","","",
"East Asia & Pacific (excluding high income)","EAP","Health expenditure per capita (current US$)","SH.XPD.PCAP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.9058378713426","30.0300987329372","32.2789982871558","32.2123595255286","35.5631519944401","39.2772448327327","42.0051662523494","47.8278153306573","54.6961448726404","61.8365618392618","71.0969898907653","83.3157681635024","101.787465631608","134.154165199993","159.236991125553","183.530501158577","228.732401255047","266.33162748408","298.946951040083","329.40588177603","","",
"Early-demographic dividend","EAR","Health expenditure per capita (current US$)","SH.XPD.PCAP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.7797117735163","54.9257630798025","60.401314514347","60.8025495455041","66.0345813130261","71.3097266785894","73.4917466481573","62.4620205658691","69.5238872059474","78.7207502321302","90.5762972167278","101.051861345251","118.161652574581","131.033236632189","133.571624736473","152.027612311747","165.424931388333","170.333919882306","174.082872778133","178.054552268443","","",
"East Asia & Pacific","EAS","Health expenditure per capita (current US$)","SH.XPD.PCAP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","241.082714405488","221.89813355438","213.619066399942","197.780144123065","229.636080067326","248.147681696814","229.717625118423","232.97571948857","261.971475094757","290.024901994327","305.787502038729","314.720722007938","343.120763070609","401.323895133647","449.87401385189","511.952618278141","599.143275135113","641.369696910632","624.954366290209","639.354602102923","","",
"Europe & Central Asia (excluding high income)","ECA","Health expenditure per capita (current US$)","SH.XPD.PCAP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.4389875011124","100.756892922633","123.77250458883","98.0661880373342","82.2728002955675","92.2588944892869","96.1054932717634","115.634128204381","144.482735401219","184.802900262345","233.924260134607","290.021835246175","378.114877386477","500.419962378547","436.176451438213","488.134838735825","551.733820989733","588.507210521029","631.357101822867","569.842051233663","","",
"Europe & Central Asia","ECS","Health expenditure per capita (current US$)","SH.XPD.PCAP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1020.29663873561","1056.22007495734","986.297186322247","1005.03257335005","1007.58970047625","940.139400473127","972.491908415872","1092.40180554026","1359.00709635086","1574.5978451931","1683.64733897625","1796.22322599503","2069.12657721953","2330.40524226462","2230.37293266054","2218.85775543726","2400.12662894785","2300.69341824628","2402.33452107526","2419.37080741122","","",
"Ecuador","ECU","Health expenditure per capita (current US$)","SH.XPD.PCAP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.54614642","80.73372946","87.73836634","82.2754366","60.32354553","49.00947091","73.44541612","100.79592805","157.74741151","168.39893917","177.47724343","196.26289333","213.17830958","241.97444558","237.24738658","274.8808741","308.97154302","368.19868202","439.56215163","579.19244452","","",
"Egypt, Arab Rep.","EGY","Health expenditure per capita (current US$)","SH.XPD.PCAP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.24760709","45.31963227","58.07362558","65.12627474","71.99613871","77.72252205","74.95902799","72.84004589","55.49039108","56.06795155","63.80857754","74.01172409","84.30810186","100.60325668","117.04777787","125.50239757","139.00244005","160.76476572","159.11056812","177.76836063","","",
"Euro area","EMU","Health expenditure per capita (current US$)","SH.XPD.PCAP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2102.19629769619","2141.03678590868","1929.22596239509","1972.85667160731","1970.24005084276","1792.65332736832","1838.16827319765","2037.56031434923","2556.00571239087","2922.72766780761","3072.58119722932","3222.35732722953","3650.3863938258","4099.87240063528","4020.63241227107","3899.80236743214","4158.39847351234","3881.30456974697","4058.79892704766","4134.60328905556","","",
"Eritrea","ERI","Health expenditure per capita (current US$)","SH.XPD.PCAP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.58015739","7.82086576","9.3089478","10.01754279","10.05471968","8.86090326","8.1284852","7.74379278","7.75890298","8.57337444","7.77815813","9.28247988","9.84547663","11.31124213","13.34631705","14.62766471","16.66539605","18.81139232","20.75363693","25.20042878","","",
"Spain","ESP","Health expenditure per capita (current US$)","SH.XPD.PCAP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1129.19450562","1178.1437706","1062.57186639","1109.46131929","1135.73668125","1045.48200839","1089.29711511","1212.66269185","1687.89690064","1975.37570291","2120.50497277","2312.7949718","2690.00050394","3072.17457317","2994.72793981","2846.71003853","2954.25070357","2651.38039793","2643.95007588","2658.27042388","","",
